SETTORE CONCORSUALE,TITOLO,ISSN,NOTE
10/N1,NEA ROMI. RIVISTA DI RICERCHE BIZANTINISTICHE,1970-2345,.
10/N1,NUMISMATISCHE ZEITSCHRIFT,0250-7838,.
10/N1,NYAME AKUMA,0713-5815,.
10/N1,ORIENS,0078-6527,.
10/N1,ORIENTALIA,0030-5367,.
10/N1,ORIENTALIA CHRISTIANA PERIODICA,0030-5375,.
10/N1,ORIENTALISTISCHE LITERATURZEITUNG,0030-5383,.
10/N1,ORIENTE MODERNO,0030-5472,.
10/N1,ORIENTE MODERNO,2213-8617,.
10/N1,ORIGINI,0474-6805,.
10/N1,PALÉO,1145-3370,.
10/N1,PAROLE DE L'ORIENT,0258-8331,.
10/N1,PARTHICA,1128-6342,.
10/N1,PERSICA,0079-0893,.
10/N1,QUADERNI DI SEMANTICA,0393-1226,.
10/N1,QUADERNI DI STUDI ARABI,1121-2306,.
10/N1,RADIOCARBON,0033-8222,.
10/N1,RASSEGNA DI STUDI ETIOPICI,0390-0096,.
10/N1,REVIEW OF BIBLICAL LITERATURE,1099-0046,.
10/N1,REVIEW OF BIBLICAL LITERATURE,1099-0321,.
10/N1,REVUE D'ASSYRIOLOGIE ET D'ARCHÉOLOGIE ORIENTALE,0373-6032,.
10/N1,REVUE DE L'HISTOIRE DES RELIGIONS,0035-1423,.
10/N1,REVUE DE LINGUISTIQUE ROMANE,0035-1458,.
10/N1,REVUE DE QUMRÂN,0035-1725,.
10/N1,REVUE D'EGYPTOLOGIE,0035-1849,.
10/N1,REVUE DES ÉTUDES ARMÉNIENNES,0080-2549,.
10/N1,REVUE DU MONDE MUSULMAN ET DE LA MEDITERRANEE,0997-1327,.
10/N1,REVUE EUROPÉENNE DES ÉTUDES HÉBRAÏQUES,1280-9640,.
10/N1,RICERCHE DI STORIA DELL'ARTE,0392-7202,.
10/N1,RINASCIMENTO,0080-3073,.
10/N1,RIVISTA BIBLICA,0035-5798,.
10/N1,RIVISTA DEGLI STUDI ORIENTALI,0392-4866,.
10/N1,RIVISTA DI ARCHEOLOGIA,0392-0895,.
10/N1,RIVISTA DI STORIA DELLA MINIATURA,1126-4772,.
10/N1,RIVISTA DI STORIA E LETTERATURA RELIGIOSA,0035-6573,.
10/N1,RIVISTA DI STORIA ECONOMICA,0393-3415,.
10/N1,RIVISTA DI STUDI FENICI,0390-3877,.
10/N1,RIVISTA DI STUDI SUDASIATICI,1970-951X,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
10/N1,RIVISTA STORICA ITALIANA,0035-7073,.
10/N1,SCIENZE DELL'ANTICHITÀ,1123-5713,.
10/N1,SEFARAD,0037-0894,.
10/N1,SEMITICA ET CLASSICA,2031-5937,.
10/N1,STATE ARCHIVES OF ASSYRIA. BULLETIN,1120-4699,.
10/N1,STUDI E MATERIALI DI STORIA DELLE RELIGIONI,0393-8417,.
10/N1,STUDI EPIGRAFICI E LINGUISTICI SUL VICINO ORIENTE ANTICO,2239-5393,.
10/N1,STUDI SLAVISTICI,1824-7601,.
10/N1,STUDIA IRANICA,0221-5004,.
10/N1,STUDIEN ZUR ALTAGYPTISCHEN KULTUR,0340-2215,.
10/N1,STUDIES IN LANGUAGE,0378-4177,.
10/N1,STUDIES OF THE DEPARTMENT OF AFRICAN LANGUAGES AND CULTURES,0860-4649,.
10/N1,SYRIA,0039-7946,.
10/N1,THE BULLETIN OF THE AMERICAN SOCIETY OF PAPYROLOGISTS,0003-1186,.
10/N1,THE CATHOLIC BIBLICAL QUARTERLY,0008-7912,.
10/N1,THE HARVARD THEOLOGICAL REVIEW,0017-8160,.
10/N1,THE INTERNATIONAL SPECTATOR,0393-2729,.
10/N1,THE JOURNAL OF EGYPTIAN ARCHAEOLOGY,0307-5133,.
10/N1,THE JOURNAL OF JEWISH STUDIES,0022-2097,.
10/N1,TOPOI ORIENT OCCIDENT,1161-9473,.
10/N1,TURCICA,0082-6847,.
10/N1,TURKIC LANGUAGES,1431-4983,.
10/N1,VICINO & MEDIO ORIENTE,2240-1636,.
10/N1,VICINO ORIENTE,0393-0300,.
10/N1,VIGILIAE CHRISTIANAE,0042-6032,.
10/N1,WIENER ZEITSCHRIFT FÜR DIE KUNDE DES MORGENLANDES,0084-0076,.
10/N1,ZEITSCHRIFT DER DEUTSCHEN MORGENLANDISCHEN GESELLSCHAFT,0341-0137,.
10/N1,ZEITSCHRIFT FUER RELIGIONS- UND GEISTESGESCHICHTE,0044-3441,.
10/N1,ZEITSCHRIFT FÜR ÄGYPTISCHE SPRACHE UND ALTERTUMSKUNDE,0044-216X,.
10/N1,ZEITSCHRIFT FÜR ASSYRIOLOGIE UND VORDERASIATISCHE ARCHÄOLOGIE,0084-5299,.
10/N1,ZEITSCHRIFT FÜR DIE NEUTESTAMENTLICHE WISSENSCHAFT UND DIE KUNDE DER ÄLTEREN KIRCHE,0044-2615,.
10/N1,ZEITSCHRIFT FÜR ORIENT-ARCHÄOLOGIE,1868-9078,.
10/N3,A.I.O.N. ANNALI DELL'ISTITUTO UNIVERSITARIO ORIENTALE DI NAPOLI. DIPARTIMENTO DI STUDI DEL MONDO CLASSICO E DEL MEDITERRANEO ANTICO. SEZIONE FILOLOGICO-LETTERARIA,1724-6172,.
10/N3,ACME,0001-494X,.
10/N3,ACME,1492-9732,.
10/N3,ACTA ARCHAEOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE,0001-5210,.
10/N3,ACTA ORIENTALIA ACADEMIAE SCIENTIARUM HUNGARICAE,0001-6446,.
10/N3,AEVUM,0001-9593,.
10/N3,AION,0392-6869,.
10/N3,AMERICAN ETHNOLOGIST,0094-0496,.
10/N3,ANCIENT CIVILIZATIONS FROM SCYTHIA TO SIBERIA,0929-077X,.
10/N3,ANNALI DI CA' FOSCARI,1125-3762,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
10/N3,ANNALI DI CA' FOSCARI. SERIE ORIENTALE,1125-3789,.
10/N3,ANNALI. ISTITUTO UNIVERSITARIO ORIENTALE NAPOLI,0393-3180,.
10/N3,ANNUAL REVIEW OF ANTHROPOLOGY,0084-6570,.
10/N3,ARCHAEOMETRY,0003-813X,.
10/N3,ARCHAEUS,1453-5165,.
10/N3,ARCHIV ORIENTÁLNÍ,0044-8699,.
10/N3,ARCHIVES INTERNATIONALES D'HISTOIRE DES SCIENCES,0003-9810,.
10/N3,ARS ORIENTALIS,0571-1371,.
10/N3,ASIA EUROPE JOURNAL,1610-2932,.
10/N3,ASIA MAJOR,0004-4482,.
10/N3,ASIAN CINEMA,1059-440X,.
10/N3,ASIATISCHE STUDIEN,0004-4717,.
10/N3,BIZANTINISTICA,1591-0172,.
10/N3,BULLETIN OF THE ASIA INSTITUTE,0890-4464,.
10/N3,BULLETIN OF THE SCHOOL OF ORIENTAL AND AFRICAN STUDIES,0041-977X,.
10/N3,BUNGAKU,0389-4029,.
10/N3,"BUNGAKU, GOGAKU",0525-1850,.
10/N3,CAHIERS D'ASIE CENTRALE,1270-9247,.
10/N3,CAHIERS DE LINGUISTIQUE ASIE ORIENTALE,0153-3320,.
10/N3,CAHIERS D'EXTREME-ASIE,0766-1177,.
10/N3,CENTRAL ASIATIC JOURNAL,0008-9192,.
10/N3,CHINA JOURNAL,1324-9347,.
10/N3,CHINA QUARTERLY,0305-7410,.
10/N3,CULTURAL ANTHROPOLOGY,0886-7356,.
10/N3,CURRENT ANTHROPOLOGY,0011-3204,.
10/N3,DIE WELT DES ISLAMS,0043-2539,.
10/N3,EAST AND WEST,0012-8376,.
10/N3,ETUDES CHINOISES,0755-5857,.
10/N3,EURASIAN STUDIES,1722-0750,.
10/N3,EXTRÊME ORIENT EXTRÊME OCCIDENT,0754-5010,.
10/N3,FRONTIERS OF HISTORY IN CHINA,1673-3401,.
10/N3,GAKUJUTSU NO DŌKŌ,1342-3363,.
10/N3,GOGAKU KYOIKU KENKYU RONSO,0911-8128,.
10/N3,GUGONG BOWUYUAN YUANKAN,0452-7402,.
10/N3,HISTORIA RELIGIONUM,2035-5572,.
10/N3,HISTORIA SCIENTIARUM,0285-4821,.
10/N3,IMAGO MUNDI,0308-5694,.
10/N3,INDOLOGICA TAURINENSIA,1023-3881,.
10/N3,INTERNATIONAL JOURNAL OF KOREAN HISTORY,1598-2041,.
10/N3,IRAN & THE CAUCASUS,1609-8498,.
10/N3,IRANICA ANTIQUA,0021-0870,.
10/N3,JAPAN FORUM,0955-5803,.
10/N3,JOURNAL OF ANTHROPOLOGICAL SCIENCES,1827-4765,.
10/N3,JOURNAL OF CHINESE PHILOSOPHY,0301-8121,.
10/N3,JOURNAL OF CHINESE PHILOSOPHY,1540-6253,.
10/N3,JOURNAL OF CHINESE RELIGIONS,0737-769X,.
10/N3,JOURNAL OF CHINESE STUDIES,2224-2716,.
10/N3,JOURNAL OF ETHNIC AND MIGRATION STUDIES,1369-183X,.
10/N3,JOURNAL OF INDIAN PHILOSOPHY,0022-1791,.
10/N3,JOURNAL OF INNER ASIAN ART AND ARCHAEOLOGY,1783-9025,.
10/N3,JOURNAL OF ISLAMIC STUDIES,0955-2340,.
10/N3,JOURNAL OF MODERN ITALIAN STUDIES,1354-571X,.
10/N3,JOURNAL OF THE AMERICAN ORIENTAL SOCIETY,0003-0279,.
10/N3,KALA,.,In Classe A fino al 31.12.2017 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
10/N3,LANGUAGE SCIENCES,0388-0001,.
10/N3,MANYU YANJIU,1000-7873,.
10/N3,MESOPOTAMIA,0076-6615,.
10/N3,MODERN ASIAN STUDIES,0026-749X,.
10/N3,MODERN CHINA,0097-7004,.
10/N3,MODERN CHINESE LITERATURE AND CULTURE,1520-9857,.
10/N3,MONUMENTA NIPPONICA,0027-0741,.
10/N3,MONUMENTA SERICA,0254-9948,.
10/N3,MORPHOLOGY,1871-5621,.
10/N3,NICHIBUNKEN JAPAN REVIEW,0915-0986,.
10/N3,NUMISMATISCHE ZEITSCHRIFT,0250-7838,.
10/N3,OKINAWA KENRITSU GEIJUTSU DAIGAKU KIYŌ,0918-8924,.
10/N3,ONSEI KENKYU,1342-8675,.
10/N3,ORIENS EXTREMUS,0030-5197,.
10/N3,ORIENTE MODERNO,0030-5472,.
10/N3,ORIENTE MODERNO,2213-8617,.
10/N3,PARTHICA,1128-6342,.
10/N3,PHILOSOPHY EAST & WEST,0031-8221,.
10/N3,REVUE D'ÉTUDES TIBÉTAINES,1768-2959,.
10/N3,RIVISTA DEGLI STUDI ORIENTALI,0392-4866,.
10/N3,RIVISTA DI STUDI SUDASIATICI,1970-951X,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
10/N3,SENSHI KENKYŪ NEMPŌ,1345-5117,.
10/N3,SILK ROAD ART AND ARCHAEOLOGY,0917-1614,.
10/N3,SOUTH ASIAN STUDIES,0266-6030,.
10/N3,STUDI E MATERIALI DI STORIA DELLE RELIGIONI,0393-8417,.
10/N3,STUDI E SAGGI LINGUISTICI,0085-6827,.
10/N3,STUDIA IRANICA,0221-5004,.
10/N3,SULLA VIA DEL CATAI,1970-3449,.
10/N3,THE JOURNAL OF THE INTERNATIONAL ASSOCIATION OF BUDDHIST STUDIES,0193-600X,.
10/N3,THEORY CULTURE & SOCIETY,0263-2764,.
10/N3,VICINO & MEDIO ORIENTE,2240-1636,.
10/N3,ZEITSCHRIFT DER DEUTSCHEN MORGENLANDISCHEN GESELLSCHAFT,0341-0137,.
10/N3,ZENTRALASIATISCHE STUDIEN DES SEMINARS FÜR SPRACH- UND KULTURWISSENSCHAFT ZENTRALASIENS DER UNIVERSITÄT BONN,0514-857X,.
